temperature_celsius,wind_kph,precip_mm,humidity,cluster
22.8,3.6,1.63,93,0
24.3,5.8,0.0,74,0
27.1,9.0,0.0,75,1
17.8,9.7,0.0,77,0
28.8,5.0,0.0,65,1
13.9,15.5,0.0,45,3
24.5,4.3,0.36,89,0
14.4,10.4,0.0,42,3
15.6,9.7,0.0,57,3
27.1,4.0,0.0,39,1
21.2,9.7,0.0,35,1
11.9,3.6,0.0,33,3
6.2,4.3,0.0,48,3
-1.6,7.6,0.0,39,3
9.8,3.6,0.0,34,3
12.7,14.4,0.0,40,3
12.2,3.6,0.0,34,3
15.2,13.3,0.0,38,3
28.3,4.3,0.0,39,1
11.5,10.4,0.0,24,3
21.1,9.4,0.0,35,1
21.0,7.6,0.0,42,1
4.9,6.8,0.0,45,3
8.9,6.5,0.0,46,3
27.1,5.4,0.0,84,0
26.6,16.2,0.31,76,2
29.4,6.8,0.0,69,1
24.5,4.3,0.0,91,0
29.2,4.7,0.0,60,1
28.5,11.5,0.0,65,1
28.4,5.0,0.0,64,1
26.6,12.6,0.0,78,2
27.3,11.9,0.0,71,1
27.4,6.5,0.0,56,1
27.3,7.9,0.0,63,1
26.8,16.2,0.28,76,2
25.5,4.7,0.08,78,0
27.5,13.3,0.0,80,2
27.5,4.7,0.0,81,0
27.8,4.7,0.0,77,0
27.1,18.4,0.0,75,2
27.3,15.8,0.0,78,2
27.9,17.3,0.0,74,2
26.9,6.8,0.0,86,0
26.6,14.8,0.7,87,2
25.7,8.6,0.5,91,0
27.4,7.2,0.67,85,0
27.6,11.9,0.01,70,1
22.8,12.6,0.0,71,2
26.2,5.4,0.0,88,0
23.4,10.8,0.0,84,0
25.7,10.1,0.0,87,0
25.9,4.7,0.04,90,0
23.7,16.2,0.0,76,2
24.8,9.0,1.85,94,0
26.9,3.6,0.0,84,0
26.0,4.0,0.22,89,0
25.5,4.7,0.0,85,0
23.0,3.6,0.03,94,0
24.9,5.8,0.04,83,0
25.0,3.6,0.01,85,0
25.6,5.4,0.02,82,0
26.2,7.2,0.51,84,0
22.7,6.5,0.0,86,0
28.0,12.2,0.73,82,2
27.4,7.2,0.74,82,0
27.2,3.6,0.27,83,0
25.7,3.6,0.09,88,0
26.0,5.4,0.01,83,0
27.1,4.3,2.27,83,0
22.8,6.8,0.0,86,0
31.0,6.1,0.0,94,0
28.1,5.4,1.17,84,0
27.6,8.6,2.84,85,0
27.2,10.8,1.76,86,0
27.9,3.6,0.08,80,0
23.8,8.3,0.01,86,0
28.7,5.0,0.01,73,1
27.8,6.1,0.0,78,0
28.1,10.4,0.0,72,1
28.5,5.4,0.0,79,0
27.5,10.1,0.0,72,1
27.9,9.7,0.0,70,1
27.8,7.6,0.0,75,1
28.0,4.7,0.0,77,0
23.2,3.6,0.31,92,0
27.9,6.8,0.0,76,1
28.2,8.6,0.0,74,1
28.3,3.6,0.0,70,1
27.7,3.6,1.81,82,0
28.0,3.6,1.79,81,0
28.4,4.0,0.96,76,0
25.3,3.6,2.15,89,0
28.4,4.0,0.99,76,0
27.5,12.6,0.86,86,2
27.0,6.1,0.0,74,1
23.6,3.6,0.0,72,0
26.5,9.4,0.0,30,1
24.1,4.0,0.0,43,1
23.7,3.6,0.0,58,1
25.6,6.1,0.0,30,1
24.1,4.0,0.0,52,1
26.2,10.8,0.0,26,1
26.6,10.8,0.0,27,1
26.9,10.1,0.0,26,1
26.5,3.6,0.0,36,1
26.0,6.5,0.0,32,1
23.0,3.6,0.0,64,1
22.5,4.7,0.0,65,1
26.2,27.7,1.9,87,2
27.7,31.3,0.03,78,2
23.4,5.4,0.7,89,0
25.5,6.1,0.0,75,0
4.2,7.2,0.0,89,3
26.7,5.4,0.69,90,0
25.0,3.6,3.39,94,0
26.6,10.1,0.02,91,0
24.1,4.3,1.6,91,0
25.9,5.8,0.0,74,1
20.3,10.8,0.0,72,0
20.5,5.0,0.27,95,0
26.5,7.6,0.0,84,0
26.1,8.6,0.93,82,0
24.9,6.1,0.39,95,0
24.9,4.0,0.06,94,0
26.6,24.5,0.0,77,2
26.6,27.4,0.0,75,2
24.5,14.8,0.08,89,2
21.1,3.6,0.38,100,0
20.7,3.6,0.05,99,0
24.2,3.6,0.0,99,0
25.8,25.2,1.97,89,2
19.9,3.6,0.0,89,0
17.2,3.6,0.18,96,0
26.0,6.1,0.32,94,0
20.3,5.0,0.21,96,0
24.5,4.3,0.0,84,0
20.7,6.5,0.12,95,0
16.6,3.6,0.08,98,0
23.0,3.6,0.0,85,0
27.7,6.1,0.0,92,0
17.9,3.6,0.02,98,0
24.2,3.6,0.18,97,0
21.0,19.1,0.0,83,2
21.6,4.7,0.0,95,0
22.3,5.0,0.0,97,0
24.3,3.6,0.0,95,0
23.3,6.5,0.0,95,0
26.6,7.2,0.0,73,1
21.5,7.2,0.04,97,0
25.7,7.9,0.0,48,1
24.6,7.9,0.0,90,0
22.2,5.0,0.0,65,1
21.9,19.1,0.0,90,2
24.0,7.9,0.0,92,0
24.6,4.7,0.74,93,0
24.6,4.3,0.0,91,0
24.0,3.6,1.4,94,0
19.5,8.6,0.0,69,0
18.5,7.6,0.0,82,0
20.4,9.0,0.0,84,0
-4.3,5.0,0.0,73,3
23.1,4.3,0.0,78,0
22.2,6.8,0.0,75,0
14.8,7.9,0.0,80,3
16.4,10.8,0.0,75,3
7.6,10.4,0.0,54,3
6.0,6.5,0.0,57,3
23.3,6.5,0.0,87,0
24.5,11.5,0.29,89,0
21.6,3.6,0.06,97,0
24.5,12.6,0.22,91,0
25.0,6.1,0.37,100,0
25.1,7.6,0.66,85,0
25.0,6.8,1.83,89,0
21.3,9.4,0.1,92,0
24.0,6.8,0.6,94,0
22.8,6.5,0.02,97,0
25.0,6.1,0.07,100,0
25.0,25.9,0.02,79,2
28.0,6.1,0.9,84,0
24.0,6.8,0.05,94,0
27.4,30.2,0.19,83,2
27.0,9.0,0.51,84,0
26.0,8.6,2.24,91,0
27.1,4.7,2.46,88,0
26.0,6.1,0.17,94,0
26.7,20.9,3.75,90,2
22.5,10.1,0.0,73,0
26.6,3.6,2.69,80,0
26.6,4.0,1.18,87,0
26.0,6.1,0.24,94,0
25.6,3.6,3.48,93,0
26.8,3.6,0.12,87,0
26.5,3.6,0.0,84,0
27.1,7.9,0.11,77,0
26.0,6.1,0.48,94,0
20.8,7.2,0.0,42,1
22.8,3.6,0.0,45,1
24.0,9.0,0.0,83,0
22.9,3.6,0.0,38,1
24.3,5.0,0.0,34,1
24.6,7.6,0.0,32,1
23.6,5.8,0.0,39,1
22.3,5.4,0.0,41,1
22.9,5.8,0.0,40,1
24.1,10.4,0.0,37,1
23.4,5.8,0.0,38,1
21.7,6.5,0.0,49,1
24.1,7.6,0.0,40,1
24.9,12.6,0.0,35,1
24.2,8.3,0.0,35,1
20.2,16.6,0.0,88,2
20.4,18.7,0.0,89,2
23.3,7.9,0.0,86,0
19.0,14.0,0.07,95,2
21.6,10.1,0.0,80,0
21.7,16.9,0.02,93,2
23.6,15.1,0.0,83,2
21.3,16.6,0.03,95,2
22.3,10.4,0.0,94,0
23.0,8.6,0.0,89,0
21.9,19.8,0.0,90,2
25.0,6.8,1.36,89,0
21.9,14.8,0.0,90,2
18.9,13.0,0.01,94,0
20.5,11.9,0.02,91,0
23.5,18.0,0.0,78,2
23.0,15.1,0.0,83,2
19.1,14.0,0.0,92,2
20.8,10.8,0.59,95,0
22.2,22.0,0.02,86,2
23.3,7.2,0.09,86,0
22.4,8.3,0.0,93,0
23.3,9.4,0.0,88,0
22.4,9.4,0.0,92,0
21.4,7.9,0.01,92,0
24.3,3.6,0.06,94,0
23.5,6.8,0.0,90,0
24.8,6.8,0.0,92,0
23.4,4.7,0.0,91,0
20.1,5.0,0.0,97,0
21.2,11.2,0.0,91,0
22.6,3.6,0.11,92,0
24.8,3.6,0.0,87,0
26.5,5.4,0.0,65,1
25.4,19.4,0.08,87,2
25.5,3.6,0.0,81,0
24.0,4.7,0.2,93,0
23.8,6.8,0.0,88,0
23.0,5.4,0.17,89,0
26.6,4.3,0.0,88,0
26.0,3.6,0.03,89,0
23.7,3.6,0.1,92,0
20.5,5.4,2.14,97,0
24.4,5.4,1.74,92,0
25.5,6.8,0.12,89,0
25.8,6.5,1.74,92,0
24.2,3.6,2.26,95,0
26.1,4.7,0.0,89,0
27.2,14.8,0.38,85,2
25.7,5.4,0.0,89,0
25.1,3.6,0.0,90,0
26.5,8.3,1.3,87,0
24.8,3.6,0.18,91,0
20.6,3.6,0.02,95,0
27.2,7.2,0.0,25,1
30.2,4.3,0.0,15,1
26.5,8.6,0.0,25,1
27.6,10.4,0.0,28,1
30.2,10.4,0.0,28,1
29.9,11.5,0.0,41,1
26.7,13.0,0.0,29,1
29.3,12.6,0.0,44,1
28.5,8.3,0.0,25,1
31.2,15.1,0.0,23,1
24.1,6.8,0.0,44,1
26.3,6.5,0.0,46,1
25.2,5.4,0.0,47,1
25.0,3.6,0.0,57,1
28.2,7.6,0.0,44,1
24.2,5.0,0.0,53,1
25.5,5.0,0.0,36,1
26.5,5.4,0.0,40,1
26.1,3.6,0.0,63,1
24.2,7.2,0.0,45,1
26.9,6.8,0.0,24,1
28.6,6.8,0.0,51,1
25.5,22.7,0.01,78,2
25.6,8.6,0.0,76,0
26.5,37.1,0.0,80,2
25.2,6.8,0.04,81,0
25.9,19.1,0.0,77,2
25.0,25.9,0.0,79,2
21.3,5.8,0.0,90,0
25.2,11.5,0.0,78,0
22.2,6.1,0.0,83,0
25.1,10.8,0.0,72,1
21.1,8.6,0.0,83,0
21.4,6.5,0.0,86,0
25.0,5.4,0.0,75,0
25.5,4.0,0.0,68,1
26.0,3.6,0.0,65,1
26.5,7.2,0.0,73,1
25.4,3.6,0.0,61,1
26.1,6.1,0.0,70,1
26.0,3.6,0.0,57,1
25.8,3.6,0.0,50,1
25.6,4.7,0.0,58,1
24.8,3.6,0.0,69,1
25.2,5.4,0.0,79,0
25.6,5.0,0.0,74,0
26.1,3.6,0.0,42,1
25.8,3.6,0.0,51,1
26.4,4.7,0.0,64,1
25.7,6.8,0.14,93,0
25.9,5.0,0.0,69,1
26.4,3.6,0.0,55,1
25.6,4.3,0.0,80,0
25.7,5.4,0.0,44,1
25.7,4.3,0.0,43,1
27.5,5.8,0.0,66,1
26.9,6.8,0.0,70,1
26.2,9.7,0.0,26,1
28.9,7.6,0.0,66,1
26.9,6.5,0.0,68,1
29.2,9.0,0.0,65,1
23.9,6.5,0.48,93,0
27.8,3.6,0.0,64,1
26.1,6.5,0.0,41,1
27.3,5.0,0.0,41,1
27.9,4.3,0.0,68,1
26.7,6.5,0.0,71,1
28.4,7.6,0.0,67,1
28.8,6.8,0.0,37,1
28.6,7.9,0.0,68,1
27.5,4.0,0.0,59,1
24.5,3.6,0.0,72,0
23.9,3.6,0.0,72,0
25.7,4.3,0.0,44,1
26.6,5.0,0.0,40,1
26.6,30.2,0.0,77,2
27.0,3.6,0.05,84,0
26.8,25.6,0.0,77,2
23.3,10.4,0.91,92,0
28.9,7.2,0.0,62,1
27.8,4.0,0.0,69,1
26.2,3.6,0.0,47,1
29.5,7.2,0.0,37,1
25.4,3.6,0.0,51,1
29.1,7.9,0.0,69,1
20.6,5.0,0.0,84,0
23.7,13.7,0.0,82,2
24.4,3.6,0.0,57,1
26.2,4.7,0.0,34,1
25.1,5.8,0.0,53,1
25.8,10.1,0.0,48,1
25.8,5.8,0.0,52,1
23.9,3.6,0.0,60,1
25.6,8.6,0.0,47,1
23.6,15.5,0.0,89,2
23.0,5.4,0.03,94,0
23.4,10.1,0.0,93,0
25.6,18.0,0.0,82,2
23.0,7.6,0.0,92,0
22.8,4.3,0.09,95,0
23.1,6.8,0.01,95,0
24.8,12.2,0.51,89,0
24.2,7.6,0.04,92,0
25.5,14.4,0.0,87,2
23.0,9.7,0.0,88,0
22.8,5.0,0.0,80,0
25.2,9.4,1.74,94,0
26.1,5.8,0.0,93,0
20.1,4.7,0.2,95,0
26.0,6.1,0.13,94,0
26.5,5.0,0.15,87,0
25.1,12.6,0.0,66,1
22.1,11.2,0.05,92,0
24.3,4.3,0.0,59,1
23.7,5.4,0.0,53,1
22.0,4.0,0.0,78,0
22.0,7.6,0.0,75,0
21.5,4.3,0.0,73,0
22.0,3.6,0.0,70,0
23.0,3.6,0.0,72,0
23.2,3.6,0.0,61,1
23.6,6.8,0.0,58,1
23.0,9.0,0.0,61,1
27.4,7.2,0.0,56,1
13.7,4.7,0.0,92,3
23.6,5.8,0.0,93,0
24.6,3.6,0.0,62,1
26.5,5.4,0.0,47,1
23.5,4.7,0.0,59,1
23.3,3.6,0.0,68,1
22.8,5.0,0.0,59,1
23.3,6.1,0.0,50,1
25.2,7.6,0.0,53,1
23.1,5.4,0.0,53,1
23.3,8.6,0.0,57,1
23.9,4.7,0.0,49,1
26.2,8.3,0.0,45,1
27.2,5.0,0.0,56,1
25.1,3.6,0.0,61,1
22.6,9.0,0.0,81,0
23.2,3.6,0.0,66,1
22.9,4.0,0.0,87,0
25.9,9.0,0.0,53,1
23.5,3.6,0.0,59,1
25.1,3.6,0.51,77,0
25.0,3.6,0.0,66,1
25.8,4.0,0.0,30,1
22.4,3.6,0.05,92,0
22.8,5.4,0.0,59,1
23.2,8.3,0.0,51,1
25.9,8.6,0.0,55,1
22.0,4.7,0.0,65,1
22.7,5.0,0.0,90,0
23.0,3.6,0.0,91,0
26.5,12.6,0.0,64,1
15.7,8.6,0.0,80,3
27.0,5.0,0.0,76,0
13.9,13.3,0.0,54,3
24.1,7.6,0.12,92,0
14.1,9.4,0.0,53,3
15.6,8.3,0.0,62,3
27.1,3.6,0.0,45,1
21.8,7.9,0.0,40,1
11.6,3.6,0.0,49,3
6.7,5.4,0.0,38,3
-2.0,6.5,0.0,55,3
9.3,3.6,0.0,41,3
11.9,3.6,0.0,42,3
16.3,10.8,0.0,54,3
27.6,4.0,0.0,51,1
11.5,11.9,0.0,36,3
21.3,7.9,0.0,40,1
21.0,7.2,0.0,52,1
4.8,6.8,0.0,53,3
10.0,6.8,0.0,65,3
26.1,3.6,0.0,75,0
26.5,19.8,0.0,79,2
28.6,13.0,0.0,57,1
24.2,6.8,0.0,94,0
29.2,6.1,0.0,59,1
26.0,11.2,0.0,84,0
27.4,14.8,0.0,63,1
26.9,8.3,0.0,52,1
25.4,15.5,0.0,61,1
26.4,13.3,0.0,68,1
25.7,10.8,0.0,50,1
26.2,5.8,0.0,54,1
27.4,4.7,0.0,64,1
26.7,20.2,0.0,79,2
25.2,5.8,0.0,71,1
27.1,19.8,0.0,82,2
26.7,3.6,0.0,74,1
27.0,3.6,0.0,72,1
26.8,14.8,0.0,76,2
26.6,11.9,0.0,81,0
27.0,6.1,0.0,70,1
26.3,3.6,0.0,77,0
26.8,15.5,0.21,83,2
25.5,7.6,0.01,90,0
26.8,13.3,0.05,81,2
28.2,7.2,0.0,67,1
24.2,18.0,0.0,68,2
26.7,12.2,0.19,87,0
23.9,15.1,0.0,80,2
25.6,10.1,0.0,85,0
25.8,9.0,0.0,86,0
24.0,16.2,0.0,77,2
25.8,5.0,0.01,89,0
25.3,6.5,0.0,77,0
24.4,16.6,1.48,97,2
24.2,8.3,1.55,96,0
24.3,4.3,0.65,91,0
22.9,5.4,0.9,97,0
22.0,11.2,0.13,94,0
22.8,5.0,0.36,95,0
25.0,3.6,0.19,94,0
23.5,4.7,0.11,96,0
23.7,13.7,0.16,97,2
21.2,5.4,0.82,96,0
24.3,9.7,1.41,98,0
24.0,10.1,1.51,98,0
24.2,14.0,1.25,96,2
24.2,11.9,0.59,98,0
23.1,11.9,1.41,97,0
24.2,13.7,0.3,98,2
21.4,5.4,0.62,96,0
22.0,11.2,0.16,94,0
25.0,14.8,0.15,95,2
25.2,10.1,0.27,94,0
25.1,9.0,1.02,93,0
23.0,4.7,0.0,74,0
25.6,7.9,0.0,90,0
25.5,4.0,0.07,86,0
25.6,3.6,0.18,87,0
25.4,9.4,0.08,90,0
25.7,7.6,0.0,87,0
25.4,9.0,0.0,87,0
25.7,6.1,0.01,87,0
27.0,6.8,0.01,100,0
22.6,5.0,1.9,97,0
25.6,7.2,0.01,88,0
25.6,7.9,0.02,87,0
23.7,6.8,0.0,95,0
25.2,9.4,0.1,92,0
25.4,9.4,0.09,92,0
24.6,6.5,0.54,95,0
25.3,9.4,0.09,92,0
24.8,13.0,1.2,95,2
23.7,6.1,0.0,67,1
26.5,10.1,0.0,32,1
23.1,10.8,0.0,41,1
23.0,11.2,0.0,40,1
24.8,10.1,0.0,36,1
23.5,11.2,0.0,38,1
25.7,8.6,0.0,37,1
24.9,9.4,0.0,37,1
25.4,10.1,0.0,34,1
26.1,10.8,0.0,33,1
25.7,8.3,0.0,36,1
25.7,8.6,0.0,34,1
24.1,9.4,0.0,51,1
22.9,9.4,0.0,59,1
26.0,32.4,1.74,90,2
27.5,22.7,0.01,80,2
23.1,5.0,0.0,88,0
26.5,8.3,0.0,68,1
4.7,5.4,0.0,91,3
24.7,4.7,0.06,92,0
25.8,6.1,0.02,90,0
24.6,3.6,0.43,98,0
24.5,3.6,0.01,98,0
24.3,3.6,0.52,98,0
24.7,3.6,0.55,96,0
26.5,5.8,0.0,71,1
20.1,6.1,0.01,80,0
21.0,4.3,0.3,96,0
25.8,5.4,0.81,94,0
25.0,7.6,1.89,92,0
24.9,6.8,0.31,97,0
24.4,7.9,1.29,97,0
26.7,22.0,0.0,78,2
27.6,21.6,0.0,66,2
25.4,10.8,2.0,91,0
21.2,3.6,0.04,98,0
24.0,3.6,0.03,99,0
25.5,30.2,2.16,92,2
16.8,4.0,0.0,99,0
26.0,11.2,0.15,94,0
18.9,3.6,0.0,99,0
23.9,5.0,0.61,94,0
20.6,4.7,1.6,99,0
23.0,3.6,1.64,97,0
25.1,4.7,0.74,99,0
24.3,4.7,0.0,97,0
23.5,3.6,0.47,98,0
22.4,7.6,0.0,96,0
24.7,7.2,0.01,93,0
22.8,5.4,0.26,97,0
23.5,8.6,0.0,96,0
24.6,10.4,0.0,94,0
22.3,10.4,0.0,95,0
25.1,3.6,0.0,41,1
24.7,7.9,0.0,92,0
22.6,9.4,0.0,59,1
22.8,22.0,0.05,89,2
24.5,8.3,0.0,93,0
23.9,6.5,0.0,91,0
24.1,5.8,0.61,91,0
20.0,8.3,0.0,67,0
18.7,6.5,0.0,79,0
20.2,9.0,0.0,84,0
-4.3,6.5,0.0,69,3
23.1,4.3,0.0,71,0
22.3,6.5,0.0,71,0
14.9,7.6,0.0,81,3
16.3,10.4,0.0,74,3
7.4,11.5,0.0,61,3
5.6,9.0,0.0,68,3
22.4,6.1,0.0,90,0
25.2,11.5,2.15,91,0
21.3,3.6,0.2,97,0
26.1,13.7,0.69,84,2
24.0,4.0,2.18,100,0
25.3,10.8,1.13,88,0
25.0,4.0,0.84,94,0
21.4,11.5,0.02,92,0
23.0,6.1,2.47,100,0
22.6,3.6,0.58,96,0
24.0,4.0,0.94,100,0
24.0,19.1,0.22,89,2
27.0,6.8,0.89,89,0
23.0,6.1,1.01,100,0
27.4,33.5,0.14,82,2
25.0,6.1,0.73,94,0
25.3,16.9,0.08,95,2
25.3,15.5,0.02,96,2
26.0,11.2,0.09,94,0
25.0,10.8,0.29,96,0
18.5,5.0,0.0,76,0
25.3,3.6,0.0,86,0
24.7,23.4,5.71,97,4
26.0,11.2,0.14,94,0
25.4,20.9,0.04,96,2
24.9,23.4,2.56,96,2
23.6,18.0,3.25,97,2
25.3,4.3,0.0,87,0
26.0,11.2,0.05,94,0
20.8,7.6,0.0,52,1
22.9,11.2,0.0,43,1
22.7,9.7,0.0,43,1
23.3,9.0,0.0,42,1
23.9,7.9,0.0,39,1
23.3,10.4,0.0,35,1
22.3,8.3,0.0,43,1
22.5,5.0,0.0,43,1
23.4,8.6,0.0,37,1
22.6,6.1,0.0,40,1
22.1,5.8,0.0,44,1
23.8,10.8,0.0,35,1
24.2,3.6,0.0,33,1
23.0,8.6,0.0,42,1
20.7,19.4,0.0,85,2
20.3,19.1,0.0,89,2
23.4,14.8,0.0,84,2
19.1,14.4,0.06,95,2
20.8,22.3,0.0,87,2
21.7,24.5,0.05,90,2
24.0,19.8,0.0,80,2
21.8,22.7,0.06,95,2
22.1,20.2,0.0,92,2
22.7,10.4,0.0,90,0
22.0,25.6,0.02,90,2
25.0,4.0,2.23,94,0
23.2,23.4,0.01,88,2
19.6,18.4,0.07,94,2
20.8,19.4,0.0,88,2
23.3,22.7,0.0,78,2
22.0,16.9,0.0,88,2
20.0,16.6,0.0,91,2
21.3,16.6,1.34,97,2
22.1,29.2,0.04,84,2
23.1,4.7,0.18,88,0
23.6,9.4,0.38,84,0
22.0,12.6,0.0,95,0
23.1,11.2,0.0,91,0
22.4,10.1,0.0,94,0
22.2,3.6,0.29,97,0
24.6,5.4,0.0,92,0
25.4,5.4,0.0,74,0
24.8,3.6,0.01,84,0
25.0,5.8,0.02,80,0
24.0,5.4,0.01,87,0
24.5,3.6,0.0,66,1
21.4,7.2,0.04,94,0
22.4,16.9,0.14,94,2
23.2,8.3,0.74,86,0
24.2,4.3,0.0,73,0
25.7,37.8,2.38,90,2
22.3,3.6,0.0,67,1
24.2,4.7,0.0,67,1
23.8,4.7,0.0,88,0
24.2,4.7,0.82,84,0
23.4,6.5,0.0,74,0
26.0,3.6,0.01,94,0
27.6,12.6,0.0,80,2
26.0,3.6,0.08,94,0
26.0,3.6,0.43,94,0
25.0,6.1,0.61,94,0
20.9,7.6,0.0,97,0
24.1,7.9,0.08,94,0
24.1,9.0,0.06,90,0
24.1,5.0,1.31,95,0
26.3,6.1,0.01,90,0
26.8,14.4,0.04,88,2
26.0,6.5,0.0,85,0
24.7,5.4,0.76,92,0
24.4,5.8,1.0,93,0
20.0,5.4,0.0,93,0
25.9,7.2,0.0,29,1
30.1,9.4,0.0,26,1
25.4,5.4,0.0,27,1
25.8,7.2,0.0,31,1
26.7,3.6,0.0,25,1
28.9,15.1,0.0,41,1
25.1,7.9,0.0,30,1
28.2,6.8,0.0,27,1
27.3,11.9,0.0,28,1
28.7,6.8,0.0,21,1
22.9,5.4,0.0,59,1
23.8,7.9,0.0,31,1
26.0,3.6,0.0,38,1
24.6,6.1,0.0,40,1
24.7,6.5,0.0,42,1
26.6,7.9,0.0,40,1
23.3,9.4,0.0,40,1
24.9,6.1,0.0,24,1
26.5,6.8,0.0,46,1
25.0,5.4,0.0,49,1
22.9,5.8,0.0,44,1
25.7,10.8,0.0,28,1
25.6,5.4,0.0,48,1
24.9,10.1,0.0,80,0
27.0,23.0,0.0,77,2
25.8,9.0,0.0,76,0
25.8,14.8,0.0,79,2
21.6,5.4,0.0,91,0
25.7,16.9,0.0,67,2
21.7,8.3,0.0,84,0
21.5,6.8,0.0,85,0
25.0,3.6,0.0,78,0
25.4,3.6,0.02,77,0
26.6,3.6,0.03,67,1
22.4,5.0,0.14,90,0
24.7,9.7,0.0,93,0
24.4,7.9,0.0,44,1
26.1,8.6,0.0,61,1
24.7,7.9,0.0,41,1
26.3,7.6,0.02,49,1
25.1,7.6,0.0,48,1
24.4,3.6,0.0,62,1
25.2,3.6,0.0,81,0
26.1,4.3,0.0,74,0
26.6,7.9,0.0,39,1
27.2,4.3,0.01,60,1
26.8,3.6,0.0,48,1
25.1,12.6,0.01,96,0
26.3,7.2,0.0,66,1
27.2,4.3,0.0,57,1
25.0,4.7,0.0,81,0
27.4,5.4,0.0,53,1
25.9,9.7,0.0,85,0
24.8,7.9,0.55,91,0
24.6,9.0,0.0,38,1
25.4,9.7,0.0,90,0
25.2,7.9,0.0,88,0
24.5,5.4,0.16,94,0
25.1,9.0,0.0,89,0
26.1,3.6,0.0,49,1
25.3,6.8,0.0,63,1
27.2,3.6,0.0,49,1
24.8,9.0,0.0,89,0
24.8,9.7,0.0,94,0
26.1,8.6,0.0,85,0
25.8,6.5,0.0,54,1
26.0,7.6,0.87,90,0
22.7,6.1,0.0,59,1
25.2,9.0,0.0,89,0
27.3,7.2,0.0,59,1
22.9,5.0,0.0,54,1
23.9,6.5,0.0,67,1
26.5,3.6,0.0,55,1
27.6,8.3,0.0,59,1
27.4,24.1,0.0,67,2
23.9,16.2,0.0,70,2
26.6,21.6,0.0,78,2
23.7,16.2,0.17,89,2
26.6,8.3,0.0,83,0
25.6,9.4,0.0,56,1
26.7,3.6,0.0,49,1
24.7,7.6,0.0,53,1
20.3,3.6,0.0,90,0
24.1,13.3,0.0,79,2
23.3,9.0,0.0,54,1
25.4,6.1,0.0,32,1
24.0,3.6,0.0,52,1
26.2,8.3,0.0,56,1
23.5,5.8,0.0,59,1
24.8,5.8,0.0,37,1
23.3,19.4,0.0,85,2
24.8,7.2,0.15,91,0
24.0,10.4,0.0,90,0
22.7,13.3,0.0,93,2
24.3,18.0,0.0,79,2
23.3,6.5,0.0,93,0
23.6,6.8,0.0,91,0
24.6,7.6,0.03,91,0
24.6,11.2,0.0,88,0
24.2,10.1,0.0,89,0
25.1,14.4,0.0,84,2
23.1,11.2,0.0,86,0
22.9,4.0,0.61,98,0
22.8,5.0,0.0,88,0
24.7,7.6,0.34,96,0
25.2,11.5,0.01,95,0
25.6,3.6,1.47,95,0
25.5,4.0,0.04,90,0
24.7,4.0,0.31,93,0
25.4,6.5,0.02,90,0
26.0,11.2,0.04,94,0
24.3,28.4,12.92,97,4
25.2,20.2,0.26,96,2
22.9,12.6,0.0,85,0
24.0,3.6,0.0,99,0
25.8,15.5,0.0,67,2
21.8,14.0,0.05,92,2
22.4,3.6,0.0,62,1
23.9,9.4,0.0,66,1
23.2,5.4,0.0,69,1
21.3,9.4,0.0,75,0
21.1,3.6,0.0,76,0
22.2,3.6,0.0,72,0
22.5,7.6,0.0,78,0
23.4,3.6,0.0,89,0
23.9,3.6,0.0,65,1
27.0,4.3,0.0,60,1
21.8,5.8,0.0,58,1
24.9,6.5,0.0,87,0
13.0,5.8,0.0,99,3
22.5,5.8,0.0,82,0
24.0,7.2,0.0,65,1
25.1,4.7,0.0,85,0
21.0,6.5,0.0,62,1
22.9,5.4,0.0,54,1
23.4,4.3,0.0,66,1
22.9,8.3,0.0,62,1
23.1,7.9,0.0,48,1
25.2,9.0,0.0,58,1
22.8,6.8,0.0,59,1
20.9,6.1,0.0,62,1
23.0,7.9,0.0,53,1
24.1,3.6,0.0,41,1
25.6,7.6,0.0,42,1
26.7,10.8,0.0,43,1
24.6,3.6,0.0,57,1
21.9,9.0,0.0,76,0
23.1,5.8,0.0,67,1
25.2,7.6,0.0,42,1
24.5,4.7,0.0,72,0
22.1,5.4,0.0,59,1
27.0,6.1,0.86,94,0
23.6,5.4,0.11,90,0
24.5,6.8,0.0,62,1
22.5,6.5,0.0,74,0
25.5,4.0,0.0,25,1
22.6,4.7,0.0,92,0
22.3,5.8,0.0,52,1
22.9,9.4,0.0,44,1
26.5,10.4,0.0,48,1
22.4,6.5,0.0,71,0
22.1,5.8,0.0,97,0
22.8,6.1,0.14,96,0
23.1,5.4,0.0,69,1
23.4,11.5,0.0,80,0
16.7,7.6,0.0,80,3
25.5,5.0,0.0,83,0
13.2,13.3,0.0,62,3
24.0,9.4,0.14,90,0
14.4,8.6,0.0,52,3
17.0,8.6,0.0,71,3
21.2,5.0,0.0,55,1
12.1,3.6,0.04,64,3
7.0,6.1,0.0,68,3
-0.4,5.4,0.0,42,3
9.9,3.6,0.08,59,3
13.3,11.2,0.14,72,3
12.0,3.6,0.1,59,3
15.8,9.4,0.09,67,3
28.8,9.4,0.0,44,1
11.5,8.3,0.0,55,3
20.8,4.3,0.0,53,1
21.6,7.9,0.0,61,1
5.9,10.1,0.03,65,3
9.9,5.4,0.09,75,3
26.2,12.2,0.0,88,0
25.8,16.2,0.0,74,2
27.6,14.4,0.0,43,1
